gender,occupation,city_category,stay_years,marital_status,purchase_amount,quantity,age_group,product_category,payment_method
F,8,C,0,1,334.03,3,36-45,Beleza,Boleto
M,10,C,0,0,161.59,5,36-45,Alimentos,Dinheiro
M,1,B,0,0,207.32,5,0-17,Alimentos,PIX
M,3,B,0,0,295.05,1,0-17,Eletronicos,Cartao_Debito
M,15,B,4,1,228.51,1,51-55,Beleza,Dinheiro
M,9,C,4,0,235.63,2,36-45,Alimentos,Cartao_Debito
F,1,B,3,1,294.34,3,26-35,Alimentos,Boleto
F,12,B,3,0,160.1,1,51-55,Beleza,PIX
M,7,B,1,0,51.78,5,26-35,Eletronicos,PIX
F,18,B,3,1,143.96,5,51-55,Eletronicos,Dinheiro
M,10,A,3,1,211.07,2,26-35,Brinquedos,Cartao_Debito
F,12,A,3,0,88.68,5,36-45,Beleza,Cartao_Credito
M,15,B,2,0,309.75,2,46-50,Beleza,Cartao_Credito
M,6,B,1,0,348.66,3,26-35,Eletronicos,Cartao_Credito
M,9,A,4,1,365.39,2,36-45,Eletronicos,Cartao_Credito
F,12,C,3,1,356.01,4,55+,Beleza,Cartao_Credito
M,4,A,2,1,158.59,4,55+,Esportes,PIX
M,19,B,4,1,142.06,5,51-55,Alimentos,Dinheiro
M,12,A,1,1,254.94,1,36-45,Eletronicos,Cartao_Debito
F,9,B,0,0,308.93,1,26-35,Casa,Dinheiro
M,10,C,0,0,371.58,1,26-35,Eletronicos,Cartao_Credito
F,15,A,4,1,374.96,5,46-50,Esportes,Cartao_Credito
F,17,C,2,0,108.95,5,51-55,Brinquedos,Dinheiro
M,13,B,4,0,353.61,3,46-50,Eletronicos,Boleto
F,17,A,4,0,401.91,5,55+,Alimentos,Boleto
F,12,B,1,0,664.88,5,26-35,Casa,Boleto
F,1,A,1,0,217.08,1,0-17,Alimentos,PIX
F,10,C,1,0,234.94,3,26-35,Esportes,Dinheiro
F,4,B,0,1,463.53,5,18-25,Beleza,Cartao_Credito
M,16,B,2,1,750.29,3,55+,Eletronicos,Boleto
F,3,B,1,0,25.11,5,18-25,Beleza,PIX
M,7,C,0,1,76.59,3,36-45,Eletronicos,Dinheiro
F,2,A,1,1,283.04,5,18-25,Esportes,PIX
M,13,A,2,0,50.07,5,36-45,Casa,Cartao_Debito
F,8,B,3,1,253.11,1,26-35,Roupas,Boleto
F,11,A,4,0,223.7,2,46-50,Beleza,Cartao_Debito
F,18,A,0,1,216.14,3,46-50,Alimentos,Dinheiro
F,16,A,0,1,106.22,5,36-45,Beleza,Cartao_Debito
F,14,A,2,0,191.86,3,46-50,Roupas,PIX
M,9,C,4,1,399.6,1,26-35,Alimentos,PIX
M,9,B,2,1,372.28,4,36-45,Brinquedos,Cartao_Credito
M,11,A,2,1,201.93,1,36-45,Alimentos,PIX
F,1,C,4,1,346.34,5,0-17,Eletronicos,Boleto
F,4,C,3,0,356.43,4,46-50,Beleza,Cartao_Credito
M,18,C,3,1,492.1,3,51-55,Esportes,Boleto
M,16,B,4,1,122.17,1,51-55,Alimentos,Cartao_Debito
M,8,A,3,1,121.58,4,26-35,Casa,Dinheiro
F,1,A,1,1,148.18,4,18-25,Beleza,PIX
F,4,A,2,0,94.65,5,0-17,Beleza,PIX
M,12,A,0,1,105.04,2,46-50,Beleza,PIX
F,11,A,2,0,309.82,4,36-45,Casa,Boleto
M,8,C,0,1,191.31,2,26-35,Alimentos,Dinheiro
F,20,C,2,1,145.95,5,18-25,Alimentos,Dinheiro
F,18,B,4,0,210.47,1,51-55,Beleza,Dinheiro
M,2,A,0,1,278.28,4,18-25,Eletronicos,PIX
F,9,A,1,0,119.75,2,36-45,Alimentos,PIX
M,15,A,2,1,735.13,5,51-55,Eletronicos,Cartao_Credito
M,10,A,1,0,86.18,5,26-35,Eletronicos,Cartao_Debito
M,12,A,1,0,252.28,1,0-17,Casa,PIX
F,13,B,3,0,342.93,5,46-50,Esportes,Cartao_Credito
F,13,B,3,0,527.76,5,46-50,Eletronicos,Boleto
F,4,A,3,0,220.5,2,26-35,Beleza,Dinheiro
M,8,C,4,0,172.09,4,26-35,Casa,Dinheiro
F,20,C,1,0,341.22,5,0-17,Beleza,Boleto
M,7,A,0,0,218.53,2,18-25,Alimentos,Dinheiro
M,19,B,0,1,639.49,5,51-55,Eletronicos,Boleto
F,3,C,0,1,313.86,4,26-35,Esportes,Cartao_Credito
M,0,B,4,1,326.66,1,26-35,Eletronicos,Cartao_Credito
F,5,A,3,1,343.93,3,18-25,Esportes,Boleto
M,8,B,4,0,96.39,5,26-35,Roupas,PIX
M,1,A,3,1,77.55,5,18-25,Brinquedos,PIX
F,9,A,2,0,19.44,3,36-45,Beleza,PIX
M,4,B,1,0,373.81,3,26-35,Eletronicos,Dinheiro
F,0,A,0,1,79.79,1,18-25,Alimentos,Cartao_Debito
M,2,B,0,0,528.16,2,18-25,Eletronicos,PIX
F,7,A,2,1,419.86,4,36-45,Roupas,Cartao_Credito
F,7,A,2,1,628.37,4,36-45,Eletronicos,Cartao_Credito
M,6,A,4,1,183.3,2,18-25,Beleza,PIX
F,14,B,1,1,111.12,3,36-45,Alimentos,Dinheiro
M,6,B,4,1,51.16,1,46-50,Esportes,PIX
M,11,B,2,0,266.95,2,36-45,Brinquedos,PIX
M,14,B,0,0,256.22,4,46-50,Eletronicos,Cartao_Debito
F,1,A,2,1,361.92,3,26-35,Beleza,PIX
F,19,C,1,1,224.09,1,55+,Beleza,Dinheiro
M,11,A,3,0,154.34,2,51-55,Esportes,Dinheiro
M,13,B,0,0,260.77,2,51-55,Eletronicos,PIX
F,2,A,2,0,125.75,4,18-25,Brinquedos,Cartao_Debito
M,18,B,1,1,401.81,5,55+,Eletronicos,Boleto
F,16,B,4,1,40.79,1,51-55,Alimentos,Dinheiro
F,16,C,0,1,223.2,1,46-50,Casa,Boleto
F,11,A,4,1,398.7,2,51-55,Eletronicos,Boleto
M,3,A,2,1,285.55,1,26-35,Eletronicos,PIX
F,19,B,3,1,94.93,4,55+,Beleza,Cartao_Credito
M,14,A,0,1,297.17,2,46-50,Esportes,Cartao_Credito
M,14,B,3,0,52.35,3,46-50,Esportes,PIX
F,3,A,0,0,92.02,1,26-35,Beleza,Cartao_Credito
F,2,B,1,1,233.47,2,0-17,Beleza,PIX
M,6,B,1,0,186.74,2,26-35,Casa,Boleto
F,2,B,4,0,303.94,2,26-35,Beleza,Cartao_Debito
M,17,A,3,1,120.52,3,51-55,Beleza,Cartao_Debito
M,4,A,0,1,54.85,2,26-35,Alimentos,Dinheiro
M,20,A,1,0,125.41,1,46-50,Eletronicos,Dinheiro
F,20,C,3,0,289.13,3,55+,Roupas,Dinheiro
M,6,B,1,0,32.99,2,26-35,Brinquedos,PIX
F,16,B,1,0,102.52,1,46-50,Beleza,PIX
F,17,B,2,1,67.89,3,51-55,Beleza,Dinheiro
M,15,B,3,0,165.44,5,51-55,Esportes,Dinheiro
F,8,A,2,0,261.21,3,26-35,Eletronicos,PIX
M,18,A,4,0,259.9,1,36-45,Eletronicos,Dinheiro
F,14,A,1,0,102.82,3,26-35,Beleza,Boleto
M,16,B,4,0,374.0,4,55+,Eletronicos,Boleto
M,16,B,1,0,107.36,4,46-50,Casa,Cartao_Debito
M,3,A,4,1,61.98,5,0-17,Eletronicos,PIX
M,20,B,1,0,245.69,4,51-55,Beleza,Boleto
M,13,B,1,1,1036.53,5,46-50,Eletronicos,Boleto
F,15,A,0,0,344.1,2,51-55,Beleza,Dinheiro
M,16,C,0,0,114.12,1,51-55,Eletronicos,Dinheiro
M,6,B,3,1,83.34,4,26-35,Alimentos,Boleto
M,5,A,2,0,272.48,3,26-35,Esportes,Dinheiro
F,9,C,0,1,282.1,2,26-35,Beleza,Cartao_Debito
M,1,A,1,1,236.81,5,26-35,Brinquedos,PIX
M,8,B,4,0,849.19,2,46-50,Esportes,Cartao_Debito
F,11,B,4,1,51.25,4,26-35,Beleza,Dinheiro
M,0,B,1,0,272.36,3,0-17,Beleza,PIX
M,6,B,2,1,191.23,5,36-45,Beleza,Cartao_Credito
M,16,B,4,0,316.51,4,51-55,Casa,Boleto
M,3,B,0,0,87.81,4,0-17,Beleza,Dinheiro
M,7,B,3,1,149.2,4,26-35,Alimentos,PIX
M,5,B,0,0,193.55,3,26-35,Alimentos,Dinheiro
M,14,A,4,0,523.89,4,55+,Esportes,Cartao_Credito
M,16,A,4,0,285.57,5,0-17,Eletronicos,Cartao_Debito
M,6,A,4,0,90.72,4,18-25,Beleza,PIX
F,12,A,4,1,379.65,1,36-45,Beleza,Boleto
M,8,B,1,0,135.29,3,36-45,Beleza,Cartao_Debito
M,11,A,3,1,179.08,5,46-50,Brinquedos,Dinheiro
F,14,B,0,0,79.43,3,36-45,Alimentos,Cartao_Debito
M,4,C,2,1,175.48,3,0-17,Beleza,PIX
F,2,A,2,1,143.35,2,18-25,Beleza,Cartao_Credito
F,12,A,3,1,80.96,1,46-50,Alimentos,Dinheiro
M,14,A,0,0,163.33,4,36-45,Brinquedos,Dinheiro
M,15,B,1,0,188.71,2,46-50,Beleza,PIX
M,13,B,3,1,107.37,3,46-50,Esportes,Cartao_Debito
F,7,A,0,1,123.61,4,26-35,Roupas,PIX
F,9,B,1,1,620.41,3,36-45,Eletronicos,Cartao_Credito
M,8,A,3,0,150.52,5,26-35,Casa,Dinheiro
M,15,C,2,1,60.78,4,51-55,Beleza,Dinheiro
F,7,C,3,0,407.94,2,18-25,Beleza,Cartao_Debito
M,19,C,4,1,133.54,3,51-55,Alimentos,Cartao_Credito
F,20,A,2,1,56.04,4,51-55,Eletronicos,Dinheiro
M,0,C,0,1,427.21,5,0-17,Eletronicos,PIX
M,4,C,2,0,81.38,2,26-35,Eletronicos,Boleto
M,8,A,3,0,162.3,2,18-25,Eletronicos,PIX
F,8,B,1,1,455.9,4,26-35,Esportes,Boleto
F,19,B,3,1,108.42,5,55+,Brinquedos,Cartao_Credito
M,8,A,4,0,907.66,4,36-45,Esportes,Cartao_Debito
M,1,A,1,0,293.07,5,18-25,Eletronicos,Cartao_Credito
F,4,C,0,0,345.92,3,18-25,Beleza,PIX
M,5,B,2,0,191.43,5,46-50,Alimentos,Cartao_Debito
M,15,B,4,1,489.22,5,46-50,Casa,Cartao_Credito
F,2,B,3,0,112.84,4,0-17,Beleza,PIX
M,9,B,3,0,268.83,4,26-35,Brinquedos,PIX
M,7,A,0,1,199.05,4,26-35,Alimentos,Dinheiro
F,1,B,1,0,329.29,2,0-17,Eletronicos,Cartao_Credito
M,17,A,0,1,72.04,2,36-45,Alimentos,PIX
M,11,A,1,1,420.12,3,26-35,Eletronicos,Boleto
F,5,C,3,0,308.06,3,18-25,Beleza,Cartao_Debito
M,3,B,0,0,119.08,3,18-25,Brinquedos,PIX
F,14,B,2,1,225.73,2,51-55,Beleza,Cartao_Credito
M,7,B,1,0,42.7,4,36-45,Casa,PIX
F,3,C,1,0,246.29,5,0-17,Beleza,Dinheiro
M,8,A,1,1,196.07,3,36-45,Alimentos,PIX
F,20,A,0,0,768.17,5,55+,Alimentos,Cartao_Credito
M,1,C,0,1,421.79,3,26-35,Eletronicos,Cartao_Credito
F,3,C,4,0,162.35,5,26-35,Roupas,Dinheiro
F,16,B,2,0,148.62,4,46-50,Beleza,Dinheiro
F,12,A,2,1,235.26,3,36-45,Alimentos,PIX
M,5,B,3,0,98.1,4,18-25,Roupas,PIX
F,15,B,3,1,336.5,2,46-50,Beleza,Boleto
F,7,A,1,1,298.42,1,26-35,Esportes,Cartao_Debito
M,16,C,0,1,429.47,1,51-55,Eletronicos,Cartao_Credito
F,2,A,4,0,95.64,5,0-17,Brinquedos,PIX
M,18,A,3,1,216.8,4,18-25,Brinquedos,Cartao_Debito
F,3,A,3,0,489.43,3,0-17,Eletronicos,Cartao_Credito
F,19,A,0,0,366.36,2,55+,Eletronicos,Boleto
F,6,B,4,1,281.83,1,26-35,Esportes,PIX
F,12,C,0,1,270.2,5,46-50,Esportes,Cartao_Debito
F,11,A,4,1,59.07,2,46-50,Beleza,Cartao_Debito
F,19,B,2,1,173.77,4,51-55,Brinquedos,PIX
M,13,C,4,1,156.37,4,46-50,Alimentos,Cartao_Credito
M,17,C,2,0,590.52,4,51-55,Roupas,Cartao_Credito
F,18,C,4,0,105.16,3,51-55,Roupas,PIX
M,18,B,4,0,130.14,5,51-55,Roupas,Boleto
M,8,B,0,0,202.61,5,36-45,Eletronicos,PIX
F,2,B,1,1,159.32,1,0-17,Roupas,PIX
F,3,C,4,0,327.29,3,26-35,Roupas,Boleto
F,10,C,1,0,331.21,1,36-45,Beleza,Cartao_Credito
F,5,B,1,1,441.15,1,18-25,Brinquedos,Boleto
M,6,A,4,1,131.24,5,26-35,Casa,Dinheiro
F,17,B,3,0,308.06,4,46-50,Eletronicos,Boleto
M,19,A,2,0,193.33,5,55+,Eletronicos,Dinheiro
M,11,A,3,0,90.95,2,36-45,Eletronicos,Dinheiro
F,6,A,0,0,205.42,4,26-35,Beleza,PIX
F,4,C,4,1,124.81,5,46-50,Casa,PIX
M,4,B,1,0,260.99,3,18-25,Beleza,PIX
F,1,B,3,1,211.52,2,0-17,Beleza,Cartao_Debito
F,14,B,0,1,325.32,2,26-35,Eletronicos,PIX
M,11,C,0,1,240.03,4,36-45,Brinquedos,Cartao_Credito
M,15,C,1,0,402.7,1,51-55,Eletronicos,Boleto
F,15,A,1,0,95.39,5,51-55,Casa,Cartao_Debito
M,15,B,2,0,342.86,4,26-35,Roupas,Cartao_Credito
M,6,C,1,0,308.85,2,26-35,Eletronicos,Cartao_Credito
M,15,B,0,1,165.5,1,46-50,Casa,Dinheiro
F,9,C,3,1,434.56,4,46-50,Beleza,Cartao_Credito
F,7,B,0,1,215.8,1,26-35,Beleza,Cartao_Debito
M,0,B,2,1,367.34,5,51-55,Brinquedos,Cartao_Credito
M,7,B,4,1,192.07,2,26-35,Esportes,Boleto
F,7,C,4,0,646.91,5,18-25,Eletronicos,Cartao_Credito
F,15,C,4,1,365.94,5,46-50,Beleza,Cartao_Credito
F,12,A,3,1,287.7,4,46-50,Eletronicos,Dinheiro
M,2,B,1,1,173.78,5,26-35,Brinquedos,Boleto
M,11,B,0,1,108.81,5,55+,Alimentos,Dinheiro
F,8,A,1,0,56.48,2,18-25,Alimentos,PIX
F,1,C,2,0,28.13,5,0-17,Alimentos,PIX
M,14,A,4,0,336.55,1,46-50,Eletronicos,PIX
F,6,A,4,0,104.23,5,26-35,Alimentos,PIX
M,7,A,0,1,171.74,4,36-45,Beleza,PIX
F,2,A,2,0,309.62,3,55+,Alimentos,Cartao_Credito
M,2,A,1,0,309.15,3,18-25,Eletronicos,Cartao_Credito
F,13,A,2,0,220.04,4,46-50,Casa,Dinheiro
M,18,B,4,1,227.13,1,51-55,Beleza,Boleto
M,15,B,2,0,332.18,5,51-55,Esportes,Cartao_Credito
M,7,C,0,1,88.42,2,26-35,Alimentos,Dinheiro
M,7,C,4,1,82.42,5,26-35,Roupas,Dinheiro
F,19,A,0,0,396.24,4,55+,Eletronicos,Dinheiro
F,3,B,2,1,190.94,5,51-55,Beleza,Boleto
F,16,B,2,1,124.21,3,51-55,Esportes,Boleto
F,5,B,0,0,316.72,2,26-35,Esportes,Cartao_Credito
M,17,B,1,0,317.41,2,51-55,Esportes,Cartao_Credito
F,6,C,4,1,473.4,1,26-35,Eletronicos,Dinheiro
M,11,A,3,0,182.15,1,26-35,Roupas,PIX
M,9,B,4,1,377.28,1,26-35,Eletronicos,Cartao_Credito
F,4,A,3,1,246.24,1,26-35,Beleza,Cartao_Debito
M,20,B,3,0,161.99,3,51-55,Alimentos,PIX
M,8,B,2,0,206.45,3,26-35,Beleza,Cartao_Debito
F,8,C,2,1,92.44,5,36-45,Beleza,PIX
M,12,A,4,1,124.24,3,46-50,Beleza,Dinheiro
F,9,C,3,0,143.86,3,36-45,Beleza,Dinheiro
M,17,B,3,0,314.6,3,51-55,Eletronicos,PIX
M,19,C,0,1,144.81,3,51-55,Eletronicos,Cartao_Credito
M,5,A,2,0,264.73,4,26-35,Eletronicos,PIX
F,16,B,3,1,611.08,5,51-55,Beleza,Boleto
F,11,B,2,1,207.43,3,36-45,Beleza,Dinheiro
F,6,B,0,0,191.71,2,26-35,Beleza,PIX
F,15,B,1,1,251.78,5,51-55,Eletronicos,PIX
M,12,B,3,1,490.38,4,46-50,Esportes,Cartao_Credito
F,11,C,4,1,319.2,1,36-45,Alimentos,Cartao_Credito
M,18,C,4,1,440.08,1,36-45,Alimentos,Boleto
M,1,A,3,0,356.37,2,0-17,Eletronicos,Cartao_Credito
M,17,A,4,0,195.3,3,46-50,Brinquedos,Cartao_Debito
F,7,C,4,1,86.03,4,26-35,Casa,Dinheiro
F,13,C,2,0,70.88,4,46-50,Alimentos,PIX
M,6,B,3,1,31.07,2,26-35,Beleza,PIX
M,5,B,4,0,280.12,1,26-35,Eletronicos,Dinheiro
M,20,C,2,0,206.9,5,51-55,Brinquedos,Dinheiro
F,17,C,0,1,72.19,2,51-55,Beleza,Dinheiro
F,17,A,0,0,63.38,4,51-55,Beleza,PIX
M,8,A,0,0,188.78,1,36-45,Eletronicos,Dinheiro
F,4,B,2,0,225.93,2,18-25,Beleza,Dinheiro
F,16,A,2,0,854.07,5,51-55,Casa,Cartao_Credito
F,12,B,3,0,174.33,4,46-50,Eletronicos,Cartao_Debito
M,13,C,1,1,599.39,1,51-55,Esportes,Boleto
F,4,B,3,0,347.23,2,26-35,Beleza,PIX
F,10,A,0,0,247.1,3,26-35,Roupas,PIX
M,14,A,2,1,95.28,1,46-50,Eletronicos,PIX
M,5,B,0,0,91.03,3,26-35,Eletronicos,Dinheiro
M,20,B,4,0,134.53,1,18-25,Beleza,PIX
F,7,A,4,0,380.06,1,18-25,Alimentos,Boleto
F,11,A,0,1,165.09,5,26-35,Beleza,Dinheiro
M,8,B,1,1,184.04,1,26-35,Alimentos,Cartao_Credito
M,14,B,3,0,78.94,4,46-50,Beleza,Cartao_Debito
F,6,A,0,0,179.01,2,0-17,Beleza,PIX
M,9,B,3,1,85.2,1,55+,Beleza,PIX
F,9,B,2,1,118.03,5,36-45,Esportes,Cartao_Debito
M,15,C,2,0,265.15,1,51-55,Eletronicos,Boleto
F,11,C,2,0,661.55,1,26-35,Eletronicos,Dinheiro
M,14,A,3,1,60.6,1,55+,Beleza,Dinheiro
M,5,C,4,0,69.02,4,0-17,Esportes,Cartao_Credito
M,4,C,1,1,207.44,4,18-25,Eletronicos,Boleto
M,18,A,4,1,321.89,5,51-55,Brinquedos,Boleto
M,10,B,4,0,327.7,2,46-50,Esportes,Cartao_Credito
F,20,A,0,1,158.03,5,0-17,Eletronicos,Cartao_Debito
M,4,C,2,1,53.37,1,18-25,Alimentos,Cartao_Debito
F,10,A,3,1,197.35,1,26-35,Beleza,PIX
F,4,B,0,0,151.84,3,18-25,Roupas,PIX
F,5,B,3,1,222.24,5,18-25,Brinquedos,PIX
F,11,C,2,0,369.4,1,0-17,Eletronicos,Cartao_Credito
M,7,C,4,1,61.05,5,46-50,Casa,PIX
F,10,B,2,0,542.43,3,36-45,Casa,Cartao_Credito
F,3,B,2,1,75.82,4,18-25,Brinquedos,Dinheiro
F,4,B,3,0,158.66,3,18-25,Eletronicos,PIX
M,9,A,2,0,269.78,1,26-35,Esportes,Cartao_Credito
M,14,A,0,0,283.94,1,46-50,Eletronicos,Dinheiro
F,6,B,1,0,418.48,2,18-25,Eletronicos,Cartao_Credito
M,7,C,2,1,454.66,2,26-35,Beleza,Boleto
F,19,C,0,0,132.31,5,55+,Beleza,Dinheiro
M,10,B,3,1,198.37,5,46-50,Beleza,PIX
F,6,B,3,0,482.63,2,26-35,Beleza,Cartao_Credito
M,19,A,0,0,113.25,4,55+,Beleza,Dinheiro
M,8,B,3,1,283.17,3,26-35,Eletronicos,Boleto
M,14,C,4,1,62.98,3,0-17,Alimentos,Dinheiro
F,13,B,0,1,208.32,3,51-55,Alimentos,Cartao_Debito
F,16,C,0,1,235.37,5,51-55,Esportes,PIX
M,12,A,0,0,426.84,5,26-35,Esportes,Cartao_Credito
M,4,B,1,1,557.93,3,26-35,Brinquedos,Cartao_Debito
F,1,A,0,1,22.23,1,0-17,Eletronicos,PIX
M,18,B,3,1,62.48,5,51-55,Brinquedos,Cartao_Debito
F,16,B,3,1,45.76,3,51-55,Beleza,Cartao_Debito
M,9,C,1,0,190.69,3,46-50,Roupas,PIX
F,6,B,3,1,438.76,5,18-25,Roupas,PIX
M,20,C,2,1,469.7,2,55+,Eletronicos,Boleto
F,14,C,3,0,180.48,3,46-50,Casa,Dinheiro
M,0,C,3,0,285.83,2,0-17,Beleza,PIX
M,2,A,2,1,720.75,1,0-17,Eletronicos,Cartao_Debito
F,9,B,3,0,49.01,3,36-45,Beleza,Cartao_Debito
M,13,A,4,1,282.98,2,26-35,Esportes,Cartao_Debito
F,19,C,4,0,94.47,5,51-55,Alimentos,Cartao_Debito
M,0,A,3,1,720.05,5,0-17,Eletronicos,Cartao_Credito
F,20,C,1,1,619.61,3,46-50,Eletronicos,Boleto
F,8,B,0,1,97.6,2,36-45,Alimentos,PIX
M,11,A,0,1,128.89,3,36-45,Eletronicos,Cartao_Debito
F,3,C,2,0,268.16,2,18-25,Roupas,PIX
M,19,A,4,1,520.03,4,51-55,Eletronicos,Boleto
F,15,A,4,0,52.0,5,36-45,Casa,PIX
M,19,A,4,0,101.07,5,46-50,Brinquedos,Dinheiro
M,8,B,2,0,270.1,4,26-35,Eletronicos,Cartao_Debito
F,2,A,2,0,91.69,4,0-17,Beleza,PIX
M,19,A,1,1,103.4,4,51-55,Esportes,PIX
M,7,B,2,1,71.27,5,26-35,Casa,Dinheiro
F,6,B,1,0,335.0,2,18-25,Eletronicos,Cartao_Credito
M,4,B,3,1,186.6,3,36-45,Beleza,PIX
F,13,A,3,1,162.87,3,46-50,Esportes,Cartao_Debito
M,16,C,3,0,131.59,5,55+,Esportes,Dinheiro
F,9,A,0,1,221.34,1,36-45,Alimentos,Dinheiro
F,13,B,2,0,230.25,3,46-50,Alimentos,PIX
F,11,C,2,0,187.39,4,26-35,Casa,PIX
F,10,B,3,1,243.86,3,46-50,Beleza,Cartao_Debito
F,6,A,4,0,112.97,2,26-35,Alimentos,Cartao_Debito
M,7,B,3,1,445.99,2,26-35,Eletronicos,Boleto
F,4,A,1,1,702.46,1,26-35,Eletronicos,Dinheiro
F,4,C,0,1,159.95,5,26-35,Beleza,Dinheiro
M,12,B,0,1,375.84,4,36-45,Eletronicos,Boleto
M,5,A,4,1,677.93,1,26-35,Esportes,Cartao_Debito
M,14,B,3,0,289.04,4,46-50,Eletronicos,PIX
M,17,A,2,1,730.21,2,26-35,Esportes,Boleto
M,15,C,4,1,119.96,4,51-55,Brinquedos,Dinheiro
M,16,C,3,1,208.73,5,26-35,Beleza,PIX
F,13,B,3,0,408.69,4,18-25,Alimentos,Boleto
M,4,A,3,1,280.08,2,46-50,Eletronicos,PIX
M,8,C,1,0,121.09,3,18-25,Beleza,PIX
F,3,C,2,1,253.36,1,18-25,Esportes,Dinheiro
M,15,B,2,0,747.61,4,26-35,Esportes,Cartao_Credito
F,2,A,4,0,564.07,1,18-25,Eletronicos,Cartao_Credito
F,2,A,3,0,506.16,4,0-17,Beleza,PIX
M,15,B,1,1,231.89,2,46-50,Eletronicos,Cartao_Debito
M,14,B,3,1,378.55,4,36-45,Eletronicos,Boleto
M,14,B,0,0,322.61,2,46-50,Eletronicos,Cartao_Credito
M,2,A,2,1,232.02,1,18-25,Esportes,Cartao_Debito
F,1,A,1,1,685.0,4,46-50,Eletronicos,Cartao_Credito
M,6,A,4,0,171.69,4,18-25,Brinquedos,PIX
M,8,B,1,1,382.38,3,46-50,Eletronicos,Boleto
F,11,C,3,1,105.43,3,36-45,Beleza,Dinheiro
F,19,C,2,1,296.8,4,51-55,Casa,Dinheiro
F,19,C,4,0,172.75,3,55+,Beleza,Boleto
F,6,A,3,0,357.97,3,55+,Beleza,Boleto
M,4,A,3,1,243.9,5,26-35,Eletronicos,PIX
F,18,B,3,1,378.26,3,55+,Brinquedos,Cartao_Credito
F,1,C,1,0,59.26,1,18-25,Beleza,Dinheiro
M,0,B,4,1,169.49,1,18-25,Alimentos,PIX
M,8,B,2,0,206.02,4,26-35,Alimentos,Cartao_Debito
F,2,B,1,1,211.58,3,26-35,Beleza,PIX
M,6,B,1,0,71.57,5,26-35,Beleza,Dinheiro
M,1,B,4,1,212.08,4,0-17,Brinquedos,Cartao_Debito
M,2,C,1,0,368.6,2,26-35,Esportes,Dinheiro
M,3,A,0,1,696.31,3,18-25,Casa,Cartao_Credito
F,5,A,4,0,249.08,2,55+,Beleza,Dinheiro
M,13,B,4,1,776.01,3,46-50,Alimentos,PIX
F,17,A,2,0,252.29,2,51-55,Eletronicos,PIX
M,13,A,2,0,256.92,4,46-50,Brinquedos,Dinheiro
F,14,A,4,1,484.31,2,46-50,Alimentos,Cartao_Credito
M,16,B,3,1,164.78,5,36-45,Alimentos,PIX
F,16,C,3,0,196.05,3,46-50,Roupas,Dinheiro
M,20,B,0,1,385.25,4,36-45,Casa,PIX
M,14,B,3,1,129.49,2,36-45,Alimentos,Cartao_Debito
M,8,C,2,0,312.68,5,26-35,Brinquedos,Boleto
F,20,C,3,1,397.47,3,26-35,Eletronicos,Dinheiro
M,12,B,0,0,301.64,4,46-50,Brinquedos,PIX
M,16,C,4,0,190.71,2,55+,Brinquedos,Boleto
F,0,A,3,0,154.78,1,0-17,Alimentos,PIX
M,4,C,4,1,176.44,1,36-45,Beleza,Cartao_Credito
F,20,A,4,1,1130.52,4,55+,Eletronicos,Boleto
F,10,B,1,1,43.68,1,46-50,Brinquedos,Cartao_Debito
M,9,B,4,1,225.09,1,26-35,Alimentos,Dinheiro
F,11,B,1,1,265.34,3,36-45,Roupas,PIX
F,7,B,2,1,519.01,3,36-45,Esportes,Dinheiro
M,11,A,4,1,31.64,4,36-45,Roupas,Boleto
M,5,A,3,0,265.86,1,18-25,Esportes,PIX
F,6,B,2,1,409.66,1,18-25,Esportes,Cartao_Credito
M,12,B,3,1,486.74,2,46-50,Eletronicos,Cartao_Credito
M,19,B,4,1,176.69,2,46-50,Alimentos,Cartao_Credito
M,19,A,0,1,294.46,3,46-50,Eletronicos,PIX
M,4,A,0,1,250.98,1,18-25,Eletronicos,PIX
M,5,B,2,0,111.17,5,26-35,Casa,Cartao_Debito
F,3,B,2,1,204.61,1,26-35,Alimentos,PIX
F,18,A,4,0,99.42,3,55+,Beleza,Dinheiro
M,4,B,2,1,524.49,4,26-35,Esportes,Cartao_Credito
F,19,B,3,1,344.32,3,46-50,Esportes,Boleto
M,0,A,0,1,829.8,1,51-55,Eletronicos,Boleto
F,8,C,3,1,465.81,2,46-50,Roupas,Boleto
M,3,A,1,1,232.64,3,0-17,Brinquedos,Dinheiro
F,10,C,2,1,449.4,3,36-45,Beleza,PIX
F,4,A,0,1,339.57,2,26-35,Eletronicos,PIX
M,11,B,1,1,240.97,2,36-45,Beleza,Dinheiro
M,6,B,2,0,141.54,2,26-35,Beleza,PIX
F,6,B,1,0,310.08,4,18-25,Casa,PIX
F,7,C,3,1,190.15,1,26-35,Alimentos,Boleto
F,14,A,1,0,308.1,4,51-55,Roupas,Cartao_Debito
F,11,A,0,0,464.17,4,26-35,Eletronicos,Cartao_Credito
M,3,B,4,1,237.37,4,46-50,Beleza,Dinheiro
M,7,B,2,1,321.11,2,26-35,Eletronicos,PIX
F,16,C,2,0,1060.97,2,55+,Beleza,Boleto
M,20,C,4,0,458.94,3,36-45,Eletronicos,Dinheiro
F,15,B,3,1,357.89,2,36-45,Beleza,Boleto
F,20,C,0,0,340.22,3,55+,Roupas,Boleto
M,14,A,1,0,455.4,1,46-50,Esportes,Boleto
